,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA CIVIL,2021,61,3,5,"64,2","4,2","31,6","3,2","5,3","1,0"
ENGENHARIA CIVIL,2022,54,5,2,"56,8","9,5","33,7","5,3","2,1","1,0"
ENGENHARIA CIVIL,2018,24,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,13,0,11,"54,2","0,0","45,8","0,0","45,8","0,0"
ENGENHARIA CIVIL,2020,10,0,3,"41,7","0,0","58,3","0,0","12,5","1,0"
ENGENHARIA CIVIL,2021,10,0,0,"41,7","0,0","58,3","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,7,0,3,"29,2","0,0","70,8","0,0","12,5","1,0"
ENGENHARIA CIVIL,2018,74,0,5,"93,7","0,0","6,3","0,0","6,3","0,0"
ENGENHARIA CIVIL,2019,40,5,29,"50,6","6,3","43,0","6,3","36,7","0,0"
ENGENHARIA CIVIL,2020,22,8,10,"27,8","16,5","55,7","10,1","12,7","1,0"
ENGENHARIA CIVIL,2021,17,2,3,"21,5","19,0","59,5","2,5","3,8","1,0"
ENGENHARIA CIVIL,2022,7,10,0,"8,9","31,6","59,5","12,7","0,0","1,0"
ENGENHARIA MECÂNICA,2018,23,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2019,19,2,2,"82,6","8,7","8,7","8,7","8,7","0,0"
ENGENHARIA MECÂNICA,2020,12,0,7,"52,2","8,7","39,1","0,0","30,4","1,0"
ENGENHARIA MECÂNICA,2021,8,3,1,"34,8","21,7","43,5","13,0","4,3","1,0"
ENGENHARIA MECÂNICA,2022,2,6,0,"8,7","47,8","43,5","26,1","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,10,1,1,"83,3","8,3","8,3","8,3","8,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,8,2,0,"66,7","25,0","8,3","16,7","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,4,1,3,"33,3","33,3","33,3","8,3","25,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,2,0,2,"16,7","33,3","50,0","0,0","16,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,2,"0,0","33,3","66,7","0,0","16,7","1,0"
ENGENHARIA CIVIL,2018,32,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,12,0,20,"37,5","0,0","62,5","0,0","62,5","0,0"
ENGENHARIA CIVIL,2020,3,3,6,"9,4","9,4","81,3","9,4","18,8","1,0"
ENGENHARIA CIVIL,2021,1,0,2,"3,1","9,4","87,5","0,0","6,3","1,0"
ENGENHARIA CIVIL,2022,0,1,0,"0,0","12,5","87,5","3,1","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,17,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,6,0,11,"35,3","0,0","64,7","0,0","64,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,4,0,2,"23,5","0,0","76,5","0,0","11,8","1,0"
ENGENHARIA DE PRODUÇÃO,2021,2,1,1,"11,8","5,9","82,4","5,9","5,9","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,2,"0,0","5,9","94,1","0,0","11,8","1,0"
ENGENHARIA ELÉTRICA,2018,24,0,1,"96,0","0,0","4,0","0,0","4,0","0,0"
ENGENHARIA ELÉTRICA,2019,16,0,8,"64,0","0,0","36,0","0,0","32,0","0,0"
ENGENHARIA ELÉTRICA,2020,16,0,0,"64,0","0,0","36,0","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2021,14,1,1,"56,0","4,0","40,0","4,0","4,0","1,0"
ENGENHARIA ELÉTRICA,2022,1,13,0,"4,0","56,0","40,0","52,0","0,0","1,0"
ENGENHARIA MECÂNICA,2018,43,0,10,"81,1","0,0","18,9","0,0","18,9","0,0"
ENGENHARIA MECÂNICA,2019,29,1,13,"54,7","1,9","43,4","1,9","24,5","0,0"
ENGENHARIA MECÂNICA,2020,23,1,5,"43,4","3,8","52,8","1,9","9,4","1,0"
ENGENHARIA MECÂNICA,2021,15,4,4,"28,3","11,3","60,4","7,5","7,5","1,0"
ENGENHARIA MECÂNICA,2022,6,4,5,"11,3","18,9","69,8","7,5","9,4","1,0"
ENGENHARIA CIVIL,2018,60,1,21,"73,2","1,2","25,6","1,2","25,6","0,0"
ENGENHARIA CIVIL,2019,44,4,12,"53,7","6,1","40,2","4,9","14,6","0,0"
ENGENHARIA CIVIL,2020,33,3,8,"40,2","9,8","50,0","3,7","9,8","1,0"
ENGENHARIA CIVIL,2021,25,1,7,"30,5","11,0","58,5","1,2","8,5","1,0"
ENGENHARIA CIVIL,2022,14,8,3,"17,1","20,7","62,2","9,8","3,7","1,0"
ENGENHARIA ELÉTRICA,2018,5,0,9,"35,7","0,0","64,3","0,0","64,3","0,0"
ENGENHARIA ELÉTRICA,2019,4,0,1,"28,6","0,0","71,4","0,0","7,1","0,0"
ENGENHARIA ELÉTRICA,2020,3,0,1,"21,4","0,0","78,6","0,0","7,1","1,0"
ENGENHARIA ELÉTRICA,2021,2,1,0,"14,3","7,1","78,6","7,1","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,0,1,1,"0,0","14,3","85,7","7,1","7,1","1,0"
ENGENHARIA AMBIENTAL,2018,5,0,5,"50,0","0,0","50,0","0,0","50,0","0,0"
ENGENHARIA AMBIENTAL,2019,5,0,0,"50,0","0,0","50,0","0,0","0,0","0,0"
ENGENHARIA AMBIENTAL,2020,5,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2021,2,2,1,"20,0","20,0","60,0","20,0","10,0","1,0"
ENGENHARIA AMBIENTAL,2022,0,0,2,"0,0","20,0","80,0","0,0","20,0","1,0"
ENGENHARIA CIVIL,2018,34,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,26,0,8,"76,5","0,0","23,5","0,0","23,5","0,0"
ENGENHARIA CIVIL,2020,25,0,1,"73,5","0,0","26,5","0,0","2,9","1,0"
ENGENHARIA CIVIL,2021,22,0,3,"64,7","0,0","35,3","0,0","8,8","1,0"
ENGENHARIA CIVIL,2022,20,1,1,"58,8","2,9","38,2","2,9","2,9","1,0"
ENGENHARIA DE PRODUÇÃO,2018,8,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,8,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,5,0,3,"62,5","0,0","37,5","0,0","37,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,5,0,0,"62,5","0,0","37,5","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,4,0,1,"50,0","0,0","50,0","0,0","12,5","1,0"
ENGENHARIA AMBIENTAL,2018,8,0,1,"88,9","0,0","11,1","0,0","11,1","0,0"
ENGENHARIA AMBIENTAL,2019,6,0,2,"66,7","0,0","33,3","0,0","22,2","0,0"
ENGENHARIA AMBIENTAL,2020,4,0,2,"44,4","0,0","55,6","0,0","22,2","1,0"
ENGENHARIA AMBIENTAL,2021,0,0,4,"0,0","0,0","100,0","0,0","44,4","1,0"
ENGENHARIA AMBIENTAL,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,21,0,7,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA CIVIL,2019,8,0,13,"28,6","0,0","71,4","0,0","46,4","0,0"
ENGENHARIA CIVIL,2020,3,0,5,"10,7","0,0","89,3","0,0","17,9","1,0"
ENGENHARIA CIVIL,2021,0,0,3,"0,0","0,0","100,0","0,0","10,7","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,44,0,45,"49,4","0,0","50,6","0,0","50,6","0,0"
ENGENHARIA CIVIL,2019,25,0,19,"28,1","0,0","71,9","0,0","21,3","0,0"
ENGENHARIA CIVIL,2020,21,1,3,"23,6","1,1","75,3","1,1","3,4","1,0"
ENGENHARIA CIVIL,2021,19,0,2,"21,3","1,1","77,5","0,0","2,2","1,0"
ENGENHARIA CIVIL,2022,15,2,2,"16,9","3,4","79,8","2,2","2,2","1,0"
ENGENHARIA DE PRODUÇÃO,2018,5,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,5,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,3,1,1,"60,0","20,0","20,0","20,0","20,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,0,1,2,"0,0","40,0","60,0","20,0","40,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","40,0","60,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,7,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,6,0,1,"85,7","0,0","14,3","0,0","14,3","0,0"
ENGENHARIA CIVIL,2020,6,0,0,"85,7","0,0","14,3","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,6,0,0,"85,7","0,0","14,3","0,0","0,0","1,0"
ENGENHARIA CIVIL,2022,4,0,2,"57,1","0,0","42,9","0,0","28,6","1,0"
ENGENHARIA DE PRODUÇÃO,2018,19,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,16,0,3,"84,2","0,0","15,8","0,0","15,8","0,0"
ENGENHARIA DE PRODUÇÃO,2020,10,0,6,"52,6","0,0","47,4","0,0","31,6","1,0"
ENGENHARIA DE PRODUÇÃO,2021,10,0,0,"52,6","0,0","47,4","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,6,2,2,"31,6","10,5","57,9","10,5","10,5","1,0"
ENGENHARIA DA COMPUTAÇÃO,2018,26,0,6,"81,3","0,0","18,8","0,0","18,8","0,0"
ENGENHARIA DA COMPUTAÇÃO,2019,18,0,8,"56,3","0,0","43,8","0,0","25,0","0,0"
ENGENHARIA DA COMPUTAÇÃO,2020,0,0,18,"0,0","0,0","100,0","0,0","56,3","1,0"
ENGENHARIA DA COMPUTAÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DA COMPUTAÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,40,0,4,"90,9","0,0","9,1","0,0","9,1","0,0"
ENGENHARIA DE PRODUÇÃO,2019,30,0,10,"68,2","0,0","31,8","0,0","22,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,0,0,30,"0,0","0,0","100,0","0,0","68,2","1,0"
ENGENHARIA DE PRODUÇÃO,2021,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","0,0","100,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,19,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,19,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,19,0,0,"100,0","0,0","0,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,10,0,9,"52,6","0,0","47,4","0,0","47,4","1,0"
ENGENHARIA DE PRODUÇÃO,2022,10,0,0,"52,6","0,0","47,4","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,53,0,21,"71,6","0,0","28,4","0,0","28,4","0,0"
ENGENHARIA CIVIL,2019,51,0,2,"68,9","0,0","31,1","0,0","2,7","0,0"
ENGENHARIA CIVIL,2020,47,0,4,"63,5","0,0","36,5","0,0","5,4","1,0"
ENGENHARIA CIVIL,2021,43,0,4,"58,1","0,0","41,9","0,0","5,4","1,0"
ENGENHARIA CIVIL,2022,12,27,4,"16,2","36,5","47,3","36,5","5,4","1,0"
ENGENHARIA DE PRODUÇÃO,2018,28,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,17,0,11,"60,7","0,0","39,3","0,0","39,3","0,0"
ENGENHARIA DE PRODUÇÃO,2020,7,0,10,"25,0","0,0","75,0","0,0","35,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,5,1,1,"17,9","3,6","78,6","3,6","3,6","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,0,0,"17,9","3,6","78,6","0,0","0,0","1,0"
ENGENHARIA CIVIL,2018,15,1,1,"88,2","5,9","5,9","5,9","5,9","0,0"
ENGENHARIA CIVIL,2019,8,0,7,"47,1","5,9","47,1","0,0","41,2","0,0"
ENGENHARIA CIVIL,2020,8,0,0,"47,1","5,9","47,1","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,5,1,2,"29,4","11,8","58,8","5,9","11,8","1,0"
ENGENHARIA CIVIL,2022,4,1,0,"23,5","17,6","58,8","5,9","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,14,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA ELÉTRICA,2019,9,1,4,"64,3","7,1","28,6","7,1","28,6","0,0"
ENGENHARIA ELÉTRICA,2020,6,1,2,"42,9","14,3","42,9","7,1","14,3","1,0"
ENGENHARIA ELÉTRICA,2021,4,0,2,"28,6","14,3","57,1","0,0","14,3","1,0"
ENGENHARIA ELÉTRICA,2022,1,3,0,"7,1","35,7","57,1","21,4","0,0","1,0"
ENGENHARIA MECÂNICA,2018,24,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2019,16,0,8,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA MECÂNICA,2020,12,1,3,"50,0","4,2","45,8","4,2","12,5","1,0"
ENGENHARIA MECÂNICA,2021,10,2,0,"41,7","12,5","45,8","8,3","0,0","1,0"
ENGENHARIA MECÂNICA,2022,6,3,1,"25,0","25,0","50,0","12,5","4,2","1,0"
ENGENHARIA CIVIL,2018,64,0,29,"68,8","0,0","31,2","0,0","31,2","0,0"
ENGENHARIA CIVIL,2019,47,0,17,"50,5","0,0","49,5","0,0","18,3","0,0"
ENGENHARIA CIVIL,2020,40,0,7,"43,0","0,0","57,0","0,0","7,5","1,0"
ENGENHARIA CIVIL,2021,26,0,14,"28,0","0,0","72,0","0,0","15,1","1,0"
ENGENHARIA CIVIL,2022,12,10,4,"12,9","10,8","76,3","10,8","4,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,8,0,2,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,7,0,1,"70,0","0,0","30,0","0,0","10,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,5,0,2,"50,0","0,0","50,0","0,0","20,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,5,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,3,1,1,"30,0","10,0","60,0","10,0","10,0","1,0"
ENGENHARIA CIVIL,2018,45,1,16,"72,6","1,6","25,8","1,6","25,8","0,0"
ENGENHARIA CIVIL,2019,37,4,4,"59,7","8,1","32,3","6,5","6,5","0,0"
ENGENHARIA CIVIL,2020,18,12,7,"29,0","27,4","43,5","19,4","11,3","1,0"
ENGENHARIA CIVIL,2021,11,5,2,"17,7","35,5","46,8","8,1","3,2","1,0"
ENGENHARIA CIVIL,2022,7,3,1,"11,3","40,3","48,4","4,8","1,6","1,0"
ENGENHARIA MECÂNICA,2018,28,0,4,"87,5","0,0","12,5","0,0","12,5","0,0"
ENGENHARIA MECÂNICA,2019,23,0,5,"71,9","0,0","28,1","0,0","15,6","0,0"
ENGENHARIA MECÂNICA,2020,15,1,7,"46,9","3,1","50,0","3,1","21,9","1,0"
ENGENHARIA MECÂNICA,2021,13,1,1,"40,6","6,3","53,1","3,1","3,1","1,0"
ENGENHARIA MECÂNICA,2022,7,5,1,"21,9","21,9","56,3","15,6","3,1","1,0"
ENGENHARIA ELÉTRICA,2018,23,0,2,"92,0","0,0","8,0","0,0","8,0","0,0"
ENGENHARIA ELÉTRICA,2019,22,0,1,"88,0","0,0","12,0","0,0","4,0","0,0"
ENGENHARIA ELÉTRICA,2020,19,0,3,"76,0","0,0","24,0","0,0","12,0","1,0"
ENGENHARIA ELÉTRICA,2021,13,5,1,"52,0","20,0","28,0","20,0","4,0","1,0"
ENGENHARIA ELÉTRICA,2022,6,5,2,"24,0","40,0","36,0","20,0","8,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,49,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,40,0,9,"81,6","0,0","18,4","0,0","18,4","0,0"
ENGENHARIA DE PRODUÇÃO,2020,31,0,9,"63,3","0,0","36,7","0,0","18,4","1,0"
ENGENHARIA DE PRODUÇÃO,2021,30,0,1,"61,2","0,0","38,8","0,0","2,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,19,8,3,"38,8","16,3","44,9","16,3","6,1","1,0"
ENGENHARIA CIVIL,2018,64,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,63,0,1,"98,4","0,0","1,6","0,0","1,6","0,0"
ENGENHARIA CIVIL,2020,53,0,10,"82,8","0,0","17,2","0,0","15,6","1,0"
ENGENHARIA CIVIL,2021,48,2,3,"75,0","3,1","21,9","3,1","4,7","1,0"
ENGENHARIA CIVIL,2022,35,4,9,"54,7","9,4","35,9","6,3","14,1","1,0"
ENGENHARIA CIVIL,2018,53,0,7,"88,3","0,0","11,7","0,0","11,7","0,0"
ENGENHARIA CIVIL,2019,52,0,1,"86,7","0,0","13,3","0,0","1,7","0,0"
ENGENHARIA CIVIL,2020,38,0,14,"63,3","0,0","36,7","0,0","23,3","1,0"
ENGENHARIA CIVIL,2021,24,0,14,"40,0","0,0","60,0","0,0","23,3","1,0"
ENGENHARIA CIVIL,2022,12,5,7,"20,0","8,3","71,7","8,3","11,7","1,0"
ENGENHARIA DE PRODUÇÃO,2018,4,0,5,"44,4","0,0","55,6","0,0","55,6","0,0"
ENGENHARIA DE PRODUÇÃO,2019,2,0,2,"22,2","0,0","77,8","0,0","22,2","0,0"
ENGENHARIA DE PRODUÇÃO,2020,0,1,1,"0,0","11,1","88,9","11,1","11,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,0,0,0,"0,0","11,1","88,9","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,0,0,0,"0,0","11,1","88,9","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2018,12,0,20,"37,5","0,0","62,5","0,0","62,5","0,0"
ENGENHARIA AMBIENTAL,2019,5,0,7,"15,6","0,0","84,4","0,0","21,9","0,0"
ENGENHARIA AMBIENTAL,2020,4,0,1,"12,5","0,0","87,5","0,0","3,1","1,0"
ENGENHARIA AMBIENTAL,2021,2,0,2,"6,3","0,0","93,8","0,0","6,3","1,0"
ENGENHARIA AMBIENTAL,2022,1,0,1,"3,1","0,0","96,9","0,0","3,1","1,0"
ENGENHARIA ELÉTRICA,2018,63,0,30,"67,7","0,0","32,3","0,0","32,3","0,0"
ENGENHARIA ELÉTRICA,2019,40,0,23,"43,0","0,0","57,0","0,0","24,7","0,0"
ENGENHARIA ELÉTRICA,2020,33,2,5,"35,5","2,2","62,4","2,2","5,4","1,0"
ENGENHARIA ELÉTRICA,2021,26,2,5,"28,0","4,3","67,7","2,2","5,4","1,0"
ENGENHARIA ELÉTRICA,2022,15,4,7,"16,1","8,6","75,3","4,3","7,5","1,0"
ENGENHARIA MECÂNICA,2018,61,0,40,"60,4","0,0","39,6","0,0","39,6","0,0"
ENGENHARIA MECÂNICA,2019,43,0,18,"42,6","0,0","57,4","0,0","17,8","0,0"
ENGENHARIA MECÂNICA,2020,33,0,10,"32,7","0,0","67,3","0,0","9,9","1,0"
ENGENHARIA MECÂNICA,2021,24,2,7,"23,8","2,0","74,3","2,0","6,9","1,0"
ENGENHARIA MECÂNICA,2022,8,6,10,"7,9","7,9","84,2","5,9","9,9","1,0"
ENGENHARIA CIVIL,2018,134,0,51,"72,4","0,0","27,6","0,0","27,6","0,0"
ENGENHARIA CIVIL,2019,85,0,49,"45,9","0,0","54,1","0,0","26,5","0,0"
ENGENHARIA CIVIL,2020,64,0,21,"34,6","0,0","65,4","0,0","11,4","1,0"
ENGENHARIA CIVIL,2021,48,4,12,"25,9","2,2","71,9","2,2","6,5","1,0"
ENGENHARIA CIVIL,2022,19,17,12,"10,3","11,4","78,4","9,2","6,5","1,0"
ENGENHARIA CIVIL,2018,43,0,21,"67,2","0,0","32,8","0,0","32,8","0,0"
ENGENHARIA CIVIL,2019,38,0,5,"59,4","0,0","40,6","0,0","7,8","0,0"
ENGENHARIA CIVIL,2020,34,0,4,"53,1","0,0","46,9","0,0","6,3","1,0"
ENGENHARIA CIVIL,2021,26,0,8,"40,6","0,0","59,4","0,0","12,5","1,0"
ENGENHARIA CIVIL,2022,6,18,2,"9,4","28,1","62,5","28,1","3,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,22,0,9,"71,0","0,0","29,0","0,0","29,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,19,1,2,"61,3","3,2","35,5","3,2","6,5","0,0"
ENGENHARIA DE PRODUÇÃO,2020,17,0,2,"54,8","3,2","41,9","0,0","6,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,11,0,6,"35,5","3,2","61,3","0,0","19,4","1,0"
ENGENHARIA DE PRODUÇÃO,2022,7,4,0,"22,6","16,1","61,3","12,9","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,25,0,8,"75,8","0,0","24,2","0,0","24,2","0,0"
ENGENHARIA ELÉTRICA,2019,22,0,3,"66,7","0,0","33,3","0,0","9,1","0,0"
ENGENHARIA ELÉTRICA,2020,19,0,3,"57,6","0,0","42,4","0,0","9,1","1,0"
ENGENHARIA ELÉTRICA,2021,16,0,3,"48,5","0,0","51,5","0,0","9,1","1,0"
ENGENHARIA ELÉTRICA,2022,4,8,4,"12,1","24,2","63,6","24,2","12,1","1,0"
ENGENHARIA CIVIL,2018,20,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,20,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,19,1,0,"95,0","5,0","0,0","5,0","0,0","1,0"
ENGENHARIA CIVIL,2021,18,1,0,"90,0","10,0","0,0","5,0","0,0","1,0"
ENGENHARIA CIVIL,2022,13,5,0,"65,0","35,0","0,0","25,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,5,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,3,0,2,"60,0","0,0","40,0","0,0","40,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,3,0,0,"60,0","0,0","40,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,3,0,0,"60,0","0,0","40,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,1,2,0,"20,0","40,0","40,0","40,0","0,0","1,0"
ENGENHARIA CIVIL,2018,24,0,6,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA CIVIL,2019,21,1,2,"70,0","3,3","26,7","3,3","6,7","0,0"
ENGENHARIA CIVIL,2020,17,0,4,"56,7","3,3","40,0","0,0","13,3","1,0"
ENGENHARIA CIVIL,2021,13,2,2,"43,3","10,0","46,7","6,7","6,7","1,0"
ENGENHARIA CIVIL,2022,3,6,4,"10,0","30,0","60,0","20,0","13,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,43,0,17,"71,7","0,0","28,3","0,0","28,3","0,0"
ENGENHARIA DE PRODUÇÃO,2019,24,0,19,"40,0","0,0","60,0","0,0","31,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,17,0,7,"28,3","0,0","71,7","0,0","11,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,14,1,2,"23,3","1,7","75,0","1,7","3,3","1,0"
ENGENHARIA DE PRODUÇÃO,2022,8,2,4,"13,3","5,0","81,7","3,3","6,7","1,0"
ENGENHARIA CIVIL,2018,137,0,42,"76,5","0,0","23,5","0,0","23,5","0,0"
ENGENHARIA CIVIL,2019,81,4,52,"45,3","2,2","52,5","2,2","29,1","0,0"
ENGENHARIA CIVIL,2020,64,5,12,"35,8","5,0","59,2","2,8","6,7","1,0"
ENGENHARIA CIVIL,2021,53,6,5,"29,6","8,4","62,0","3,4","2,8","1,0"
ENGENHARIA CIVIL,2022,32,11,10,"17,9","14,5","67,6","6,1","5,6","1,0"
ENGENHARIA ELÉTRICA,2018,15,0,6,"71,4","0,0","28,6","0,0","28,6","0,0"
ENGENHARIA ELÉTRICA,2019,10,1,4,"47,6","4,8","47,6","4,8","19,0","0,0"
ENGENHARIA ELÉTRICA,2020,7,1,2,"33,3","9,5","57,1","4,8","9,5","1,0"
ENGENHARIA ELÉTRICA,2021,3,1,3,"14,3","14,3","71,4","4,8","14,3","1,0"
ENGENHARIA ELÉTRICA,2022,2,1,0,"9,5","19,0","71,4","4,8","0,0","1,0"
ENGENHARIA MECÂNICA,2018,87,1,18,"82,1","0,9","17,0","0,9","17,0","0,0"
ENGENHARIA MECÂNICA,2019,59,0,28,"55,7","0,9","43,4","0,0","26,4","0,0"
ENGENHARIA MECÂNICA,2020,45,3,11,"42,5","3,8","53,8","2,8","10,4","1,0"
ENGENHARIA MECÂNICA,2021,39,2,4,"36,8","5,7","57,5","1,9","3,8","1,0"
ENGENHARIA MECÂNICA,2022,33,1,5,"31,1","6,6","62,3","0,9","4,7","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,56,0,16,"77,8","0,0","22,2","0,0","22,2","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,40,0,16,"55,6","0,0","44,4","0,0","22,2","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,35,0,5,"48,6","0,0","51,4","0,0","6,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,30,1,4,"41,7","1,4","56,9","1,4","5,6","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,19,6,5,"26,4","9,7","63,9","8,3","6,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,13,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,9,0,4,"69,2","0,0","30,8","0,0","30,8","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,2,0,7,"15,4","0,0","84,6","0,0","53,8","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,2,0,0,"15,4","0,0","84,6","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,0,0,2,"0,0","0,0","100,0","0,0","15,4","1,0"
ENGENHARIA CIVIL,2018,327,0,134,"70,9","0,0","29,1","0,0","29,1","0,0"
ENGENHARIA CIVIL,2019,156,3,168,"33,8","0,7","65,5","0,7","36,4","0,0"
ENGENHARIA CIVIL,2020,113,7,36,"24,5","2,2","73,3","1,5","7,8","1,0"
ENGENHARIA CIVIL,2021,89,12,12,"19,3","4,8","75,9","2,6","2,6","1,0"
ENGENHARIA CIVIL,2022,39,22,28,"8,5","9,5","82,0","4,8","6,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,97,0,51,"65,5","0,0","34,5","0,0","34,5","0,0"
